City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,bonthe,7.5264,-12.505,305.45,57,29,1.08,SL,1704542381
360,happy valley-goose bay,53.3168,-60.3315,252.32,54,0,5.66,CA,1704542382
361,otacilio costa,-27.4831,-50.1219,292.26,78,96,2.08,BR,1704542383
362,itoman,26.1247,127.6694,294.58,77,40,8.23,JP,1704542384
363,sathyamangalam,11.5167,77.25,299.31,80,95,1.39,IN,1704542199
364,severo-yeniseyskiy,60.3725,93.0408,261.25,95,100,1.79,RU,1704542385
365,korla,41.7597,86.1469,268.0,80,97,0.48,CN,1704542388
366,bollnas,61.3482,16.3946,258.19,91,16,0.93,SE,1704542390
367,port saint john's,-31.6229,29.5448,300.91,69,0,3.03,ZA,1704542392
368,yamada,39.4667,141.95,278.42,86,70,0.68,JP,1704542394
369,binzhou,37.3667,118.0167,270.3,63,0,2.35,CN,1704542394
370,togur,58.3631,82.8265,259.97,92,100,4.35,RU,1704542395
371,usinsk,65.9939,57.5281,254.3,98,100,4.47,RU,1704542396
372,kargopol',61.5071,38.9456,246.38,100,87,0.55,RU,1704542396
373,vadso,70.0744,29.7487,264.24,92,40,6.17,NO,1704542397
374,llallagua,-18.4167,-66.6333,281.46,54,4,0.78,BO,1704542398
375,guaratuba,-25.8828,-48.5747,296.12,81,42,1.09,BR,1704542398
376,karasburg,-28.0167,18.75,308.0,10,0,8.25,NA,1704542399
377,mombasa,-4.0547,39.6636,302.02,75,49,5.68,KE,1704542400
378,cururupu,-1.8283,-44.8683,301.75,79,99,2.39,BR,1704542406
379,monticello,45.3055,-93.7941,271.99,93,100,2.06,US,1704542410
380,novyy urengoy,66.0833,76.6333,251.02,96,70,4.9,RU,1704542416
381,porto franco,-6.3383,-47.3992,299.44,81,89,1.87,BR,1704542418
382,bengkulu,-3.8004,102.2655,298.68,86,100,2.17,ID,1704541842
383,salym,60.0625,71.4789,244.4,100,8,1.78,RU,1704542421
384,stanley,54.868,-1.6985,276.77,95,75,2.06,GB,1704542422
385,araucaria,-25.5931,-49.4103,296.17,65,97,1.75,BR,1704542422
386,new norfolk,-42.7826,147.0587,289.87,92,90,0.3,AU,1704542424
387,mandal,25.45,74.5667,291.19,30,1,2.88,IN,1704542395
388,sibu,2.3,111.8167,298.25,95,100,1.36,MY,1704542426
389,namdrik,5.5994,168.1028,301.28,72,100,7.28,MH,1704542427
390,basco,20.4487,121.9702,296.44,64,13,7.52,PH,1704542428
391,atambua,-9.1061,124.8925,298.25,86,100,0.53,ID,1704542429
392,huittinen,61.1833,22.7,256.9,96,77,1.36,FI,1704542431
393,page,36.9147,-111.4558,269.92,55,0,1.81,US,1704542432
394,lodwar,3.1191,35.5973,308.56,24,32,3.11,KE,1704542433
395,hilo,19.7297,-155.09,295.51,97,81,1.34,US,1704542434
396,casas grandes,30.3667,-107.95,273.22,57,3,2.38,MX,1704542434
397,merizo village,13.2658,144.6691,300.14,92,32,7.36,GU,1704542436
398,lazaro cardenas,17.9583,-102.2,294.55,80,2,1.96,MX,1704542397
399,beihai,21.4833,109.1,294.69,66,42,2.58,CN,1704542428
400,fortuna,40.5982,-124.1573,280.89,91,0,7.2,US,1704542438
401,nizhniye sergi,56.6614,59.3033,254.45,100,43,1.13,RU,1704542439
402,zouerate,22.7187,-12.4521,297.67,14,45,4.26,MR,1704542440
403,champerico,14.3,-91.9167,296.61,81,71,2.27,GT,1704542440
404,boden,65.8252,21.6886,247.15,100,100,1.47,SE,1704542441
405,east london,-33.0153,27.9116,296.67,73,0,8.23,ZA,1704542236
406,hyesan-dong,41.3976,128.1787,258.14,96,84,0.76,KP,1704542443
407,konongo,6.6167,-1.2167,309.53,32,23,1.73,GH,1704542444
408,jwaneng,-24.6004,24.7303,305.71,24,19,2.47,BW,1704542445
409,urengoy,65.9667,78.3667,248.39,95,65,4.09,RU,1704542447
410,kenai,60.5544,-151.2583,263.41,95,52,2.64,US,1704542451
411,rongelap,11.1635,166.8941,299.63,70,41,8.1,MH,1704542452
412,sabang,5.8933,95.3214,300.98,77,98,6.97,ID,1704542453
413,alo,7.4178,6.7371,311.44,21,71,0.89,NG,1704542453
414,faya-largeau,17.9257,19.1043,301.09,10,3,6.05,TD,1704542454
415,port macquarie,-31.4333,152.9167,293.65,71,39,2.86,AU,1704542455
416,lorengau,-2.0226,147.2712,300.99,81,90,2.43,PG,1704542456
417,petropavlovsk-kamchatsky,53.0452,158.6483,255.62,78,0,4.47,RU,1704542319
418,schweizer-reneke,-27.1887,25.3293,306.92,21,11,4.02,ZA,1704542458
419,sinjar,36.3209,41.8754,286.77,37,0,2.22,IQ,1704542459
420,pitimbu,-7.4706,-34.8086,301.99,61,94,4.58,BR,1704542460
421,hwawon,35.8017,128.5008,272.97,62,30,1.72,KR,1704542463
422,burutu,5.3509,5.5076,308.02,42,26,4.1,NG,1704542465
423,sukumo,32.9333,132.7333,282.2,72,14,5.16,JP,1704542459
424,huetamo de nunez,18.5833,-100.8833,292.29,63,1,0.7,MX,1704542466
425,carbonear,47.7332,-53.2148,268.48,83,99,11.58,CA,1704542468
426,hawera,-39.5917,174.2833,287.72,87,30,1.87,NZ,1704542458
427,carnarvon,-24.8667,113.6333,298.25,73,0,6.78,AU,1704542470
428,nuku'alofa,-21.1333,-175.2,299.14,78,97,4.43,TO,1704542472
429,vilyuchinsk,52.9306,158.4028,256.44,82,4,4.72,RU,1704542474
430,kongoussi,13.3258,-1.5347,305.55,9,100,5.29,BF,1704542474
431,taoudenni,22.6783,-3.9836,300.42,12,0,2.99,ML,1704542475
432,nar'yan-mar,67.6713,53.087,257.1,95,76,3.13,RU,1704542478
433,mao,39.8885,4.2658,286.46,58,20,6.17,ES,1704542369
434,culebra,18.303,-65.301,298.79,95,49,4.02,PR,1704542480
435,kingsland,30.8,-81.6898,291.44,95,100,4.56,US,1704542481
436,kirensk,57.7853,108.1119,247.57,91,100,0.89,RU,1704542325
437,zhizdra,53.746,34.7395,264.69,85,91,4.07,RU,1704542483
438,short pump,37.6504,-77.6125,274.92,80,100,1.79,US,1704542483
439,yelizovo,53.1873,158.3805,256.37,81,7,3.51,RU,1704542484
440,mossel bay,-34.1831,22.146,294.8,75,53,6.45,ZA,1704542485
441,kavaratti,10.5669,72.642,301.42,74,58,4.46,IN,1704542485
442,sitka,57.0531,-135.33,273.08,92,31,1.23,US,1704542486
443,yuzhno-kurilsk,44.0306,145.8556,271.69,79,58,0.46,RU,1704542313
444,broome,42.2506,-75.833,268.26,91,100,0.45,US,1704542487
445,la ronge,55.1001,-105.2842,256.4,96,97,2.3,CA,1704542488
446,marsh harbour,26.5412,-77.0636,296.37,77,86,9.54,BS,1704542489
447,narvik,68.4384,17.4272,270.82,95,89,3.12,NO,1704542490
448,nagqu,31.5,92.0,264.79,39,92,1.38,CN,1704542491
449,natal,-5.795,-35.2094,303.51,62,75,5.66,BR,1704542492
450,pandan,14.0453,124.1694,299.0,88,91,7.5,PH,1704542493
451,al artawiyah,26.5053,45.3444,292.86,42,50,3.11,SA,1704542494
452,veraval,20.9,70.3667,299.99,35,4,3.73,IN,1704542495
453,tromso,69.6496,18.957,271.16,80,75,9.77,NO,1704542496
454,klaksvik,62.2266,-6.589,278.66,72,92,9.05,FO,1704542498
455,belem de sao francisco,-8.7539,-38.9658,304.66,44,80,3.62,BR,1704542499
456,camocim,-2.9022,-40.8411,303.18,64,69,4.82,BR,1704542499
457,baise city,23.8997,106.6133,290.93,90,100,1.88,CN,1704542501
458,kiruna,67.8557,20.2251,253.66,84,42,4.12,SE,1704542503
459,tizapan el alto,20.1667,-103.0667,285.62,85,34,1.91,MX,1704542504
460,opuwo,-18.0607,13.84,305.37,32,55,3.72,NA,1704542422
461,ambalangoda,6.2355,80.0538,300.03,82,87,1.87,LK,1704542505
462,panama city beach,30.1766,-85.8055,291.22,94,100,4.63,US,1704542507
463,port douglas,-16.4833,145.4667,300.96,79,81,3.6,AU,1704542509
464,whangarei,-35.7317,174.3239,287.54,97,29,2.11,NZ,1704542251
465,aripuana,-9.1667,-60.6333,297.34,90,87,0.28,BR,1704542510
466,bachatskiy,54.2927,86.1285,266.75,87,100,5.61,RU,1704542511
467,luganville,-15.5333,167.1667,299.05,89,100,1.68,VU,1704542512
468,sambava,-14.2667,50.1667,303.95,67,58,4.08,MG,1704542513
469,guerrero negro,27.9769,-114.0611,287.25,48,1,2.97,MX,1704542514
470,carnot,4.9409,15.8665,311.38,10,21,1.34,CF,1704542516
471,ngereklmadel,7.4883,134.4856,300.2,83,40,1.54,PW,1704542516
472,martuk,50.7475,56.5056,274.49,100,100,3.54,KZ,1704542517
473,edmundston,47.3737,-68.3251,257.45,78,82,3.09,CA,1704542353
474,sussex,41.1834,-74.6663,270.4,82,0,0.0,US,1704542519
475,pangai,-19.8,-174.35,299.22,78,80,5.04,TO,1704542520
476,manggar,-2.8833,108.2667,300.57,82,91,2.28,ID,1704542521
477,mazagao,-0.115,-51.2894,297.04,97,100,1.4,BR,1704542522
478,lomas de sargentillo,-1.8833,-80.0833,297.51,89,97,0.42,EC,1704542523
479,choix,26.7092,-108.3219,283.06,50,69,2.1,MX,1704542525
480,kingsbridge,50.2845,-3.7764,282.34,77,1,5.0,GB,1704542526
481,portland,45.5234,-122.6762,279.17,92,100,7.6,US,1704542409
482,songea,-10.6833,35.65,295.4,77,100,2.14,TZ,1704542528
483,taro,-8.3862,115.28,297.15,92,100,0.19,ID,1704542528
484,xiaoshi,41.2971,124.1209,257.44,99,96,0.8,CN,1704542529
485,keetmanshoop,-26.5833,18.1333,309.21,12,4,2.09,NA,1704542423
486,palembang,-2.9167,104.7458,302.2,79,20,2.06,ID,1704542410
487,ishigaki,24.3448,124.1572,294.38,70,4,7.34,JP,1704542430
488,hami,42.8,93.45,267.26,73,8,1.66,CN,1704542348
489,lerwick,60.1545,-1.1494,280.15,88,94,8.27,GB,1704542532
490,green river,41.5286,-109.4662,264.92,65,8,3.22,US,1704542533
491,dassel,51.8032,9.6884,280.37,87,100,0.38,DE,1704542534
492,justo daract,-33.8594,-65.1828,295.14,78,67,0.67,AR,1704542535
493,tomatlan,19.9333,-105.25,289.34,92,29,1.65,MX,1704542536
494,holualoa,19.6228,-155.9522,294.19,85,99,0.89,US,1704542537
495,nur-sultan,51.1801,71.446,270.12,93,100,5.0,KZ,1704542538
496,pamandzi,-12.7967,45.2794,303.03,84,75,5.66,YT,1704542538
497,morehead city,34.7229,-76.726,284.17,94,100,2.57,US,1704542539
498,kuala belait,4.5833,114.1833,300.47,84,94,4.68,BN,1704542540
499,hirara,24.8,125.2833,294.44,68,11,7.87,JP,1704542446
500,peace river,56.2501,-117.286,259.07,96,100,4.31,CA,1704542541
501,madala,9.1044,7.2133,309.59,11,8,0.9,NG,1704542542
502,manaure,11.7751,-72.4445,299.05,78,15,7.52,CO,1704542543
503,bubaque,11.2833,-15.8333,298.45,51,7,2.99,GW,1704542548
504,zheleznogorsk-ilimskiy,56.5768,104.1217,258.32,79,100,3.44,RU,1704542553
505,belmonte,-15.8631,-38.8828,299.83,84,99,1.92,BR,1704542555
506,trapani,37.8333,12.6667,284.53,87,97,7.34,IT,1704542558
507,kamiiso,41.8167,140.65,272.84,71,47,5.07,JP,1704542559
508,saint-pierre,-21.3393,55.4781,301.97,79,100,6.17,RE,1704542560
509,fort bragg,35.139,-79.006,278.23,91,100,2.06,US,1704542561
510,raduzhnyy,62.0961,77.475,244.87,99,10,2.59,RU,1704542562
511,al jawf,29.5,38.75,290.33,41,57,2.35,SA,1704542563
512,les avirons,-21.2418,55.3394,300.2,79,100,6.17,RE,1704542564
513,kasongo,-4.45,26.6667,297.63,90,96,2.08,CD,1704542565
514,bullhead city,35.1478,-114.5683,283.31,36,0,7.2,US,1704542566
515,pader,3.05,33.2167,308.43,16,3,1.96,UG,1704542567
516,hobyo,5.3505,48.5268,300.45,59,78,11.02,SO,1704542569
517,argostolion,38.1811,20.489,292.19,72,20,10.29,GR,1704542570
518,kataba,13.9833,44.3833,293.1,39,62,2.52,YE,1704542570
519,namsos,64.4662,11.4957,272.18,86,100,5.14,NO,1704542571
520,luis correia,-2.8792,-41.6669,303.04,65,79,4.93,BR,1704542572
521,vezirkopru,41.1436,35.4547,286.42,38,55,2.57,TR,1704542572
522,jesup,31.6074,-81.8854,291.11,94,100,4.63,US,1704542573
523,yemva,62.59,50.8594,244.01,99,13,0.6,RU,1704542574
524,meadow lake,34.8014,-106.5436,271.86,86,95,2.68,US,1704542575
525,kavala,40.9397,24.4019,290.46,80,75,0.45,GR,1704542576
526,anzio,41.4853,12.6179,289.46,77,100,9.46,IT,1704542576
527,chipinge,-20.1883,32.6236,299.21,53,23,2.71,ZW,1704542577
528,kitami,43.8031,143.8908,269.59,97,100,0.94,JP,1704542422
529,pelabuhanratu,-6.9875,106.5514,299.7,86,95,0.47,ID,1704542578
530,angaur state,6.906,134.13,302.05,77,64,6.37,PW,1704542579
531,mayya,61.7333,130.2811,227.77,100,70,0.79,RU,1704542581
532,marte,12.3611,13.8246,301.88,23,38,5.39,NG,1704542582
533,upata,8.0086,-62.3989,296.03,74,25,3.28,VE,1704542477
534,mwene-ditu,-7.0,23.45,297.86,82,89,0.35,CD,1704542584
535,ruhpolding,47.7667,12.65,276.74,99,100,1.38,DE,1704542585
536,piti village,13.4626,144.6933,300.31,88,0,4.63,GU,1704542586
537,novo aripuana,-5.1206,-60.3797,296.89,99,99,0.92,BR,1704542587
538,inderbor,48.55,51.7833,278.32,86,100,7.92,KZ,1704542587
539,brokopondo,4.75,-55.1667,299.37,74,50,3.53,SR,1704542588
540,solleftea,63.1667,17.2667,255.07,100,60,1.06,SE,1704542589
541,montepuez,-13.1256,38.9997,300.53,68,100,2.57,MZ,1704542590
542,ulladulla,-35.35,150.4667,291.27,84,38,3.86,AU,1704542591
543,floro,61.5996,5.0328,270.13,59,18,3.6,NO,1704542592
544,onega,63.9061,38.1404,248.94,98,96,1.5,RU,1704542593
545,krasnohrad,49.3814,35.4402,272.93,52,100,4.44,UA,1704542595
546,rakops,-21.0167,24.3333,306.89,27,10,3.81,BW,1704542596
547,shakawe,-18.3667,21.85,304.65,39,84,2.98,BW,1704542598
548,sakaiminato,35.55,133.2333,282.59,50,53,8.74,JP,1704542456
549,vangaindrano,-23.35,47.6,297.25,91,95,2.29,MG,1704542600
550,dili,-8.5586,125.5736,300.98,82,100,0.95,TL,1704542602
